Agency ID ,Agency Code,Center,Center Search Status,Facility,Occupied,Status,URL Link,Record Date,Last Update,Address,City,State,ZIP,Country,Contact,Mail Stop,Phone
103,NASA 2,Goddard Space Flight Center,Public,"500: NASA Communications Facility (NASCOM), B.14",1964,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
104,NASA 2,Goddard Space Flight Center,Public,500: Space-Ground Link Terminal,1977,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
105,NASA 2,Goddard Space Flight Center,Public,600: Plasma Calibration Facility,1960,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
106,NASA 2,Goddard Space Flight Center,Public,700: Cryogenic Research and Integration Facility,1994,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
107,NASA 2,Goddard Space Flight Center,Public,700: Environmental Test Engineering & Integration,1962,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
108,NASA 2,Goddard Space Flight Center,Public,700: Global Positioning System (GPS) Verification,1963,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
109,NASA 2,Goddard Space Flight Center,Public,700: High Capacity Centrifuge (HCC),1965,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
110,NASA 2,Goddard Space Flight Center,Public,700: Magnetic Field Component Test Facility,1963,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
111,NASA 2,Goddard Space Flight Center,Public,"700: Space Environment Simulator, Facility 290",1962,Active,http://mscweb.gsfc.nasa.gov/549web,01/03/1996,19/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
112,NASA 2,Goddard Space Flight Center,Public,"700: Space Simulation Laboratory, Building 7/10/15",1962,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
113,NASA 2,Goddard Space Flight Center,Public,"700: SSDIF Clean Room, B.29",1990,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
114,NASA 2,Goddard Space Flight Center,Public,900: NASA Center for Computational Sciences/ B. 28,,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
115,NASA 2,Goddard Space Flight Center,Public,Acoustic Test Facility Building 10,,Active,http://mscweb.gsfc.nasa.gov/549web,08/07/2010,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
116,NASA 2,Goddard Space Flight Center,Public,"Facility 225, Thermal Vacuum Chamber, B.7",1962,Active,http://mscweb.gsfc.nasa.gov/549web,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
117,NASA 2,Goddard Space Flight Center,Public,"Facility 238, Thermal Vacuum Chamber, B.7",,Active,http://mscweb.gsfc.nasa.gov/549web,09/07/2010,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
118,NASA 2,Goddard Space Flight Center,Public,Sensor Data Processing Facility,1965,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
119,NASA 2,Goddard Space Flight Center,Public,TDRSS Control Center,1977,Active,,01/03/1996,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
120,NASA 2,Goddard Space Flight Center,Public,Vibration Test Facility - Exciter 1,,Active,http://mscweb.gsfc.nasa.gov/549web,07/07/2010,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
121,NASA 2,Goddard Space Flight Center,Public,Vibration Test Facility - Exciter 2,,Active,http://mscweb.gsfc.nasa.gov/549web,07/07/2010,16/08/2013,Greenbelt Road,Greenbelt,MD,20771,US,Barry Green,Code 500,301 286 2520
122,NASA 2,Jet Propulsion Lab,Public,10-Ft Vertical Space Simulator,1965,Inactive,http://etl.jpl.nasa.gov,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
123,NASA 2,Jet Propulsion Lab,Public,24 inch Telescope,1965,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
124,NASA 2,Jet Propulsion Lab,Public,25-Ft Space Simulator,1961,Active,http://etl.jpl.nasa.gov,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
125,NASA 2,Jet Propulsion Lab,Public,48-inch Telescope,1988,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
126,NASA 2,Jet Propulsion Lab,Public,Acoustics Noise Test Cell,1961,Active,http://etl.jpl.nasa.gov,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
127,NASA 2,Jet Propulsion Lab,Public,"Atomic Oxygen Test Facility, 121-100",1965,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
128,NASA 2,Jet Propulsion Lab,Public,Computer Vision Lab.,1948,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
129,NASA 2,Jet Propulsion Lab,Public,CTA-21,1955,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
130,NASA 2,Jet Propulsion Lab,Public,DSS 12 Antenna,1958,Inactive,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
131,NASA 2,Jet Propulsion Lab,Public,DSS 13 Antenna,1958,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
132,NASA 2,Jet Propulsion Lab,Public,DSS 14 Antenna,1958,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
133,NASA 2,Jet Propulsion Lab,Public,DSS 15 Antenna,1958,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
134,NASA 2,Jet Propulsion Lab,Public,DSS 16 Antenna,1958,Inactive,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
135,NASA 2,Jet Propulsion Lab,Public,DSS 24 Antenna,1994,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
136,NASA 2,Jet Propulsion Lab,Public,DSS 43 Antenna,1963,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
137,NASA 2,Jet Propulsion Lab,Public,DSS 45 Antenna,1963,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
138,NASA 2,Jet Propulsion Lab,Public,DSS 46 Antenna,1963,Inactive,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
139,NASA 2,Jet Propulsion Lab,Public,DSS 61 Antenna,1964,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
140,NASA 2,Jet Propulsion Lab,Public,DSS 63 Antenna,1964,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
141,NASA 2,Jet Propulsion Lab,Public,DSS 65 Antenna,1964,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
142,NASA 2,Jet Propulsion Lab,Public,DSS 66 Antenna,1964,Inactive,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
143,NASA 2,Jet Propulsion Lab,Public,Energy Conservation Laboratory High Bay Chamber,,Active,,06/07/2010,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
144,NASA 2,Jet Propulsion Lab,Public,Energy Conservation Laboratory Patio Chamber,,Active,,06/07/2010,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
145,NASA 2,Jet Propulsion Lab,Public,Frequency Standards Laboratory,1985,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
146,NASA 2,Jet Propulsion Lab,Public,Large Shaker Dynamics Test Facility,1964,Active,http://etl.jpl.nasa.gov,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
147,NASA 2,Jet Propulsion Lab,Public,Lidar Facility,1973,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
148,NASA 2,Jet Propulsion Lab,Public,Mesa Antenna Test Facility,1980,Active,,01/03/1996,07/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
149,NASA 2,Jet Propulsion Lab,Public,Microdevices Laboratory (MDL),1990,Active,,01/03/1996,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
150,NASA 2,Jet Propulsion Lab,Public,Mirror Refurbishment Building,1992,Active,,01/03/1996,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
151,NASA 2,Jet Propulsion Lab,Public,Optical Laboratories,1993,Active,,01/03/1996,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
152,NASA 2,Jet Propulsion Lab,Public,Remote Surface Lab,1972,Active,,01/03/1996,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
153,NASA 2,Jet Propulsion Lab,Public,Robotic Vehicle Lab,1948,Active,,01/03/1996,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
154,NASA 2,Jet Propulsion Lab,Public,SOLAR TEST FACILITY,1985,Active,,01/03/1996,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
155,NASA 2,Jet Propulsion Lab,Public,Space Flight Operations Facility,1964,Active,,01/03/1996,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
156,NASA 2,Jet Propulsion Lab,Public,Spacecraft Assembly Facility - High Bay 1 ,1962,Active,,01/03/1996,26/06/2012,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
157,NASA 2,Jet Propulsion Lab,Public,Spacecraft Assembly Facility - High Bay 2 ,1962,Active,,01/03/1996,26/06/2012,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
158,NASA 2,Jet Propulsion Lab,Public,Thermal Vacuum Chamber 144-TV-10,1964,Active,http://etl.jpl.nasa.gov,06/07/2010,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
159,NASA 2,Jet Propulsion Lab,Public,Thermal Vacuum Chamber 306-TV-11,,Active,http://etl.jpl.nasa.gov,06/07/2010,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
160,NASA 2,Jet Propulsion Lab,Public,Thermal-Vacuum Chamber 144-TV-7,1961,Active,http://etl.jpl.nasa.gov,01/03/1996,08/08/2013,JPL:2800,PASADENA,CA,91109-8099,US,Gary Gray,JPL:2800,818.354.0701
161,NASA 2,Johnson Space Center,Public,"11 ft. Chamber, Space Suit Dev. & Cert, EC, B-7",1989,Active,http://www.nasa.gov/centers/johnson/engineering/test_facilities/human_space_testing/11foot/index.html,01/03/1996,20/03/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
162,NASA 2,Johnson Space Center,Public,"Chamber A, EC, B-32 ",1964,Under Rehabilitation,http://ctsdtests.jsc.nasa.gov/A.html,01/03/1996,26/09/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
163,NASA 2,Johnson Space Center,Public,"Chamber B, EC, B-32 ",1964,Active,http://www.nasa.gov/centers/johnson/engineering/test_facilities/human_space_testing/detChamberB.html,01/03/1996,26/09/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
164,NASA 2,Johnson Space Center,Public,"Dual Glove Thermal Vacuum Facility, EC, B-7",,Active,http://www.nasa.gov/centers/johnson/engineering/test_facilities/human_space_testing/glovebox/index.html,13/07/2010,20/03/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
165,NASA 2,Johnson Space Center,Public,General Vibration Lab (GVL),2012,Active,http://www.nasa.gov/centers/johnson/pdf/639503main_VATF_User_Test_Planning_Guide.pdf,08/07/2010,26/09/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
166,NASA 2,Johnson Space Center,Public,"Insitu Resource Utilization Test Fac, EP, B-353",1964,Active,https://innovation2011.jsc.nasa.gov/Exhibits/Details.cfm?ExhibitId=abce6d1a-30af-4fe8-a558-64905a009,01/03/1996,20/03/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
167,NASA 2,Johnson Space Center,Public,"Sonic Fatique Lab (SFL), B-49",,Active,http://www.nasa.gov/centers/johnson/pdf/639503main_VATF_User_Test_Planning_Guide.pdf,08/07/2010,26/09/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
168,NASA 2,Johnson Space Center,Public,"Spacecraft Acoustic Lab (SAL), B-49",,Active,http://www.nasa.gov/centers/johnson/pdf/639503main_VATF_User_Test_Planning_Guide.pdf,08/07/2010,26/09/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
169,NASA 2,Johnson Space Center,Public,"SSATA Vacuum Chamber, EC, B-7",,Active,http://www.nasa.gov/centers/johnson/engineering/test_facilities/human_space_testing/iss_airlock/index.html,13/07/2010,20/03/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
170,NASA 2,Johnson Space Center,Public,Vibration Acoustic Test Facility - B-49,,Active,http://www.nasa.gov/centers/johnson/pdf/639503main_VATF_User_Test_Planning_Guide.pdf,26/09/2012,26/09/2012,2101 NASA Parkway,Houston,TX,77058,US,Charles Noel,JP,281.483.3219
171,NASA 2,Langley Research Center,Public,16-Meter Thermal Vacuum Chamber,1963,Active,,01/03/1996,02/08/2012,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
172,NASA 2,Langley Research Center,Public,20-Inch Mach CF4 Tunnel,1960,Inactive,http://www.aeronautics.nasa.gov/atp/index.html,01/03/1996,28/01/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
173,NASA 2,Langley Research Center,Public,Aircraft Landing Dynamics Facility/B1262,1956,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
174,NASA 2,Langley Research Center,Public,Automated Structures Assembly Lab,1945,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
175,NASA 2,Langley Research Center,Public,Ceramic & Glass Laboratory (B-1237A),1978,Active,,01/03/1996,13/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
176,NASA 2,Langley Research Center,Public,Compact Range Pilot Facility,1965,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
177,NASA 2,Langley Research Center,Public,Composite Material Development Laboratory/B1238B,1978,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
178,NASA 2,Langley Research Center,Public,Diode Characterization & Test Lab (B-1202),,Active,,06/12/2005,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
179,NASA 2,Langley Research Center,Public,Electron Beam Welding Lab,1946,Active,,01/03/1996,15/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
180,NASA 2,Langley Research Center,Public,Experimental Avionics Systems Integration Lab,1951,Active,,01/03/1996,15/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
181,NASA 2,Langley Research Center,Public,Experimental Test Range,1990,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
182,NASA 2,Langley Research Center,Public,Fabrication Lab,1958,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
183,NASA 2,Langley Research Center,Public,Flight Research Facility,1951,Active,,01/03/1996,15/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
184,NASA 2,Langley Research Center,Public,"Flight Simulation Facilities, B1268A and B1268D",,Active,,06/07/2009,15/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
185,NASA 2,Langley Research Center,Public,Flight Systems Integration and Test Lab/B1250,1968,Active,,22/06/2006,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
186,NASA 2,Langley Research Center,Public,Helicopter Hover Facility/647,1977,Active,,01/03/1996,15/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
187,NASA 2,Langley Research Center,Public,High Heat Flux Facility,1940,Active,,01/03/1996,19/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
188,NASA 2,Langley Research Center,Public,Hypersonic Propulsion Facility,1946,Active,,01/03/1996,15/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
189,NASA 2,Langley Research Center,Public,Information Systems Research Facility (1),1945,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
190,NASA 2,Langley Research Center,Public,Information Systems Research Facility (2),1945,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
191,NASA 2,Langley Research Center,Public,Infrared Detector Calib & Charac Lab (B-1202),,Active,,06/12/2005,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
192,NASA 2,Langley Research Center,Public,Instrument Research Lab/1230,1946,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
193,NASA 2,Langley Research Center,Public,Intelligent Sys Res Lab/Hydrau Manipulator Testbed,1945,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
194,NASA 2,Langley Research Center,Public,Intravehicular Automation and Robotics Lab,1945,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
195,NASA 2,Langley Research Center,Public,Investment Casting Development Lab/B1237A,,Active,,15/06/2006,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
196,NASA 2,Langley Research Center,Public,Jet Noise Laboratory,1995,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
197,NASA 2,Langley Research Center,Public,Landing and Impact Research Facility,1966,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
198,NASA 2,Langley Research Center,Public,Low Frequency Antenna Test Facility,1965,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
199,NASA 2,Langley Research Center,Public,Low Pressure Physics Laboratory,1965,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
200,NASA 2,Langley Research Center,Public,Low Turbulence Pressure Tunnel,1940,Inactive,http://ad-www.larc.nasa.gov/facility/photo_gallery,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
201,NASA 2,Langley Research Center,Public,Materials Processing and Development Lab,1960,Active,,01/03/1996,19/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
202,NASA 2,Langley Research Center,Public,Metal Technology Development Lab/1232A,1946,Active,,09/06/2006,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
203,NASA 2,Langley Research Center,Public,Micometeroid/LDEF Analysis Laboratory,1965,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
204,NASA 2,Langley Research Center,Public,Microelectronics Development Lab (B-1238A),,Active,,06/12/2005,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
205,NASA 2,Langley Research Center,Public,National Transonic Facility,1982,Active,http://www.aeronautics.nasa.gov/atp/index.html,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
206,NASA 2,Langley Research Center,Public,Nondestructive Evaluation Lab,1988,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
207,NASA 2,Langley Research Center,Public,Nozzle Test Chamber,1952,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
208,NASA 2,Langley Research Center,Public,Productivity Enhancement Lab (B-1232A),1946,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
209,NASA 2,Langley Research Center,Public,Quality Assurance & Inspection Lab/1232A,1946,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
210,NASA 2,Langley Research Center,Public,Radiation Physics Computer Laboratory,1965,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
211,NASA 2,Langley Research Center,Public,Research Laboratory,1967,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
212,NASA 2,Langley Research Center,Public,Semi-Anecho Electromagnetic Comp Test Complex/B1220,1945,Active,,22/06/2006,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
213,NASA 2,Langley Research Center,Public,Structural Acoustic Loads & Transmission Facility,,Active,http://stab.larc.nasa.gov/Fac-SALT.html,01/08/2012,02/08/2012,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
214,NASA 2,Langley Research Center,Public,Structural Dynamics Research Lab,1963,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
215,NASA 2,Langley Research Center,Public,Structures and Materials Lab,1940,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
216,NASA 2,Langley Research Center,Public,Thermal Acoustic Fatigue Apparatus,,Active,http://stab.larc.nasa.gov/Fac-TAFA.html,02/08/2012,02/08/2012,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
217,NASA 2,Langley Research Center,Public,Thermal Structures Lab,1960,Active,,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
218,NASA 2,Langley Research Center,Public,Transonic Dynamics Tunnel,1960,Active,http://www.aeronautics.nasa.gov/atp/index.html,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
219,NASA 2,Langley Research Center,Public,Unitary Plan Wind Tunnel,1952,Active,http://www.aeronautics.nasa.gov/atp/index.html,01/03/1996,25/02/2013,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
220,NASA 2,Langley Research Center,Public,Vibration Laboratory,,Active,http://engineering.larc.nasa.gov/vibration_lab.html,01/08/2012,01/08/2012,NASA Langley Research Center,Hampton,VA,23681-2199,US,Sherry Johnson,241,757.864-3848
221,NASA 2,Marshall Space Flight Center,Public,18-Ft Vacuum Coating Chamber - 4707,,Active,,16/07/2010,30/05/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
